unidad,tipo_unidad,sector,nombre,email,rut,telefono,tipo_vinculo,es_residente,recibe_notificaciones,es_responsable,estacionamiento1,estacionamiento2,estacionamiento3,patente1,tipo_vehiculo1,marca1,modelo1,color1,patente2,tipo_vehiculo2,marca2,modelo2,color2,est2,patente3,tipo_vehiculo3,marca3,modelo3,color3,est3,bodega1,bodega2,bodega3
112,CASA,sector 4,Joaquin Herrera Rivera,residente2casa112@vista.cl,19.848.304-4,56925331969,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
113,CASA,sector 5,Alonso Aguilera Alvarez,residente1casa113@vista.cl,20.825.667-K,56933251181,PROPIETARIO,SI,SI,SI,E-113,,,PRIG24,AUTO,Nissan,Versa,Negro,NKDJ33,AUTO,Mazda,CX-5,Plata,,,,,,,,,,
113,CASA,sector 5,Diego Morales Ramos,residente2casa113@vista.cl,14.845.843-K,56928830282,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
113,CASA,sector 5,Rodrigo Diaz Cortes,residente3casa113@vista.cl,10.160.783-6,56975043108,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
114,CASA,sector 5,Martina Vergara Gutierrez,residente1casa114@vista.cl,19.019.575-9,56948744673,PROPIETARIO,SI,SI,SI,E-114,,,SLEO38,AUTO,Ford,EcoSport,Gris,,,,,,,,,,,,,,,
114,CASA,sector 5,Josefa Ortiz Pizarro,residente2casa114@vista.cl,22.457.389-8,56976479831,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
115,CASA,sector 5,Roberto Fuentes Aguilera,propietario_casa115@vista.cl,23.801.121-3,56915584869,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
115,CASA,sector 5,Claudio Acosta Peña,residente1casa115@vista.cl,21.561.743-2,56957060874,ARRENDATARIO,SI,SI,SI,E-115,,,ZCVT48,AUTO,Suzuki,Baleno,Verde,JVLZ40,AUTO,Toyota,Yaris,Negro,,,,,,,,,,
115,CASA,sector 5,Mauricio Olivares Herrera,residente3casa115@vista.cl,20.616.129-9,56967467610,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
115,CASA,sector 5,Agustina Ortiz Diaz,residente4casa115@vista.cl,19.564.260-5,56957085656,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
116,CASA,sector 5,Natalia Hernandez Pizarro,propietario_casa116@vista.cl,14.485.272-9,56979043610,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
116,CASA,sector 5,Cristobal Acosta Vergara,residente1casa116@vista.cl,21.655.192-3,56959535894,ARRENDATARIO,SI,SI,SI,E-116,,,DTKB45,AUTO,Ford,EcoSport,Verde,WGSV96,CAMIONETA,Ford,Ranger,Plata,,QQJB21,AUTO,Volkswagen,Gol,Plata,,,,
116,CASA,sector 5,Mateo Ramos Espinoza,residente3casa116@vista.cl,19.763.593-2,56910331931,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
116,CASA,sector 5,Valentina Lagos Ortiz,residente4casa116@vista.cl,20.650.856-6,56999139874,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
117,CASA,sector 5,Barbara Morales Vergara,residente1casa117@vista.cl,11.565.985-5,56997857309,PROPIETARIO,SI,SI,SI,E-117,,,IHOD72,AUTO,Kia,Sportage,Verde,TBQV12,AUTO,Nissan,Qashqai,Blanco,,AYFR26,AUTO,Kia,Cerato,Azul,,,,
117,CASA,sector 5,Martin Núñez Soto,residente2casa117@vista.cl,16.238.503-8,56999188862,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
118,CASA,sector 5,Javiera Vega Perez,residente1casa118@vista.cl,13.841.091-9,56961414775,PROPIETARIO,SI,SI,SI,E-118,,,CCFC85,AUTO,Chevrolet,Sail,Negro,ASVZ64,AUTO,Volkswagen,T-Cross,Azul,,,,,,,,,,
118,CASA,sector 5,Valentina Lagos Contreras,residente2casa118@vista.cl,11.731.434-0,56952057323,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
119,CASA,sector 5,Marcelo Contreras Martinez,residente1casa119@vista.cl,22.623.943-K,56926529882,PROPIETARIO,SI,SI,SI,E-119,,,DNAQ66,CAMIONETA,Ford,Ranger,Gris,TXQL37,CAMIONETA,Mitsubishi,L200,Blanco,,,,,,,,,,
119,CASA,sector 5,Ignacio Lagos Carrasco,residente2casa119@vista.cl,15.897.789-3,56967631581,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
119,CASA,sector 5,Constanza Rios Soto,residente3casa119@vista.cl,14.163.551-4,56984275638,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
120,CASA,sector 5,Patricio Lopez Flores,residente1casa120@vista.cl,13.446.807-6,56979491111,PROPIETARIO,SI,SI,SI,E-120,,,,,,,,,,,,,,,,,,,,,,
120,CASA,sector 5,Javier Henriquez Castro,residente2casa120@vista.cl,22.546.734-K,56962579931,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
120,CASA,sector 5,Marcelo Mendez Ramos,residente3casa120@vista.cl,16.474.085-4,56925132198,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
121,CASA,sector 5,Sofia Fuentes Espinoza,propietario_casa121@vista.cl,12.214.305-8,56961920550,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
121,CASA,sector 5,Alonso Olivares Henriquez,residente1casa121@vista.cl,22.869.970-5,56965758338,ARRENDATARIO,SI,SI,SI,E-121,,,OEMZ19,AUTO,Peugeot,3008,Blanco,GBBU74,AUTO,Peugeot,3008,Gris,,,,,,,,,,
121,CASA,sector 5,Lucas Alvarez Rivera,residente3casa121@vista.cl,11.382.909-5,56995971459,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
121,CASA,sector 5,Constanza Soto Flores,residente4casa121@vista.cl,11.325.761-K,56978626154,RESIDENTE_ADICIONAL,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
122,CASA,sector 5,Ignacio Campos Moreno,propietario_casa122@vista.cl,24.001.030-5,56997219985,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
122,CASA,sector 5,Javiera Alvarez Gonzalez,residente1casa122@vista.cl,12.748.655-7,56976627415,ARRENDATARIO,SI,SI,SI,E-122,,,LYGG65,CAMIONETA,Toyota,Hilux,Blanco,BRRE11,AUTO,Suzuki,Baleno,Azul,,,,,,,,,,
122,CASA,sector 5,Vicente Briones Briones,residente3casa122@vista.cl,23.136.343-2,56944795538,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
123,CASA,sector 5,Hernan Contreras Pizarro,residente1casa123@vista.cl,21.309.864-0,56925479814,PROPIETARIO,SI,SI,SI,E-123,,,ILNG83,AUTO,Subaru,XV,Azul,NBWE30,CAMIONETA,Toyota,Hilux,Gris,,,,,,,,,,
123,CASA,sector 5,Fernanda Acosta Henriquez,residente2casa123@vista.cl,10.043.092-4,56915910667,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
124,CASA,sector 5,Trinidad Reyes Rojas,propietario_casa124@vista.cl,19.275.531-K,56998007006,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
124,CASA,sector 5,Juan Diaz Reyes,residente1casa124@vista.cl,13.744.423-2,56979226031,ARRENDATARIO,SI,SI,SI,E-124,,,XIVO25,AUTO,Nissan,Qashqai,Rojo,,,,,,,,,,,,,,,
124,CASA,sector 5,Martina Rivera Perez,residente3casa124@vista.cl,24.713.471-9,56972423883,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
125,CASA,sector 5,Hernan Castro Lagos,residente1casa125@vista.cl,19.169.742-1,56942900372,PROPIETARIO,SI,SI,SI,E-125,,,OHQM85,AUTO,Mazda,CX-5,Plata,,,,,,,,,,,,,,,
126,CASA,sector 5,Isabella Gutierrez Aguilera,propietario_casa126@vista.cl,15.812.025-9,56995354668,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
126,CASA,sector 5,Martina Gutierrez Briones,residente1casa126@vista.cl,16.929.943-9,56959995026,ARRENDATARIO,SI,SI,SI,E-126,,,ARWS23,AUTO,Toyota,Corolla,Negro,KYZD45,AUTO,Volkswagen,T-Cross,Blanco,,,,,,,,,,
126,CASA,sector 5,Mateo Acosta Soto,residente3casa126@vista.cl,19.743.714-6,56922828128,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
126,CASA,sector 5,Agustin Perez Peña,residente4casa126@vista.cl,19.526.451-1,56918359464,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
127,CASA,sector 5,Hernan Peña Contreras,residente1casa127@vista.cl,12.607.356-9,56924181143,PROPIETARIO,SI,SI,SI,E-127,,,TIHB35,AUTO,Mazda,3,Negro,,,,,,,,,,,,,,,
127,CASA,sector 5,Josefa Tapia Ortiz,residente2casa127@vista.cl,15.268.604-8,56964561191,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
128,CASA,sector 5,Patricio Espinoza Sepulveda,residente1casa128@vista.cl,11.530.298-1,56943315361,PROPIETARIO,SI,SI,SI,E-128,,,UHSP37,AUTO,Hyundai,Tucson,Verde,,,,,,,,,,,,,,,
128,CASA,sector 5,Vicente Rivera Henriquez,residente2casa128@vista.cl,10.821.255-1,56950109721,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
129,CASA,sector 5,Tomas Sandoval Acosta,propietario_casa129@vista.cl,19.229.497-5,56943534652,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
129,CASA,sector 5,Antonella Martinez Silva,residente1casa129@vista.cl,10.200.603-8,56918277097,ARRENDATARIO,SI,SI,SI,E-129,,,,,,,,,,,,,,,,,,,,,,
129,CASA,sector 5,Cristian Gutierrez Martinez,residente3casa129@vista.cl,13.324.120-5,56963765180,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
130,CASA,sector 5,Martina Ortiz Diaz,residente1casa130@vista.cl,12.818.391-4,56987025433,PROPIETARIO,SI,SI,SI,E-130,,,BXLD52,MOTO,Toyota,Hilux,Blanco,,,,,,,,,,,,,,,
130,CASA,sector 5,Lucas Lagos Rivera,residente2casa130@vista.cl,18.323.619-9,56913957046,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
131,CASA,sector 5,Facundo Diaz Soto,residente1casa131@vista.cl,14.693.862-0,56961407440,PROPIETARIO,SI,SI,SI,E-131,,,AQGH62,AUTO,Suzuki,Baleno,Rojo,,,,,,,,,,,,,,,
131,CASA,sector 5,Javiera Torres Castro,residente2casa131@vista.cl,20.781.920-4,56980573568,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
131,CASA,sector 5,Sebastian Muñoz Carrasco,residente3casa131@vista.cl,23.118.369-8,56958199211,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
132,CASA,sector 5,Facundo Briones Cortes,residente1casa132@vista.cl,22.865.476-0,56988381665,PROPIETARIO,SI,SI,SI,E-132,,,IFXU17,CAMIONETA,Chevrolet,Colorado,Verde,,,,,,,,,,,,,,,
132,CASA,sector 5,Fernanda Morales Contreras,residente2casa132@vista.cl,14.158.351-4,56998162850,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
133,CASA,sector 5,Felipe Pizarro Sepulveda,residente1casa133@vista.cl,19.447.399-0,56935264294,PROPIETARIO,SI,SI,SI,E-133,,,ZKYZ32,AUTO,Chevrolet,Sail,Negro,USXA99,AUTO,Chevrolet,Sail,Gris,,,,,,,,,,
133,CASA,sector 5,Cristian Ramos Aguilera,residente2casa133@vista.cl,15.185.050-2,56933562830,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
133,CASA,sector 5,Fernanda Molina Gutierrez,residente3casa133@vista.cl,10.334.336-4,56980658723,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
134,CASA,sector 5,Florencia Briones Fuentes,residente1casa134@vista.cl,11.216.878-8,56960142505,PROPIETARIO,SI,SI,SI,E-134,,,VIAP28,AUTO,Kia,Cerato,Verde,,,,,,,,,,,,,,,
134,CASA,sector 5,Andres Lopez Rivera,residente2casa134@vista.cl,19.831.728-4,56923560308,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
134,CASA,sector 5,Josefa Lagos Vargas,residente3casa134@vista.cl,23.284.913-4,56995800828,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
135,CASA,sector 5,Pedro Herrera Cortes,propietario_casa135@vista.cl,13.745.298-7,56999326148,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
135,CASA,sector 5,Agustin Pizarro Rojas,residente1casa135@vista.cl,13.054.824-5,56990851238,ARRENDATARIO,SI,SI,SI,E-135,,,THEA99,AUTO,Kia,Cerato,Rojo,,,,,,,,,,,,,,,
135,CASA,sector 5,Matias Herrera Gutierrez,residente3casa135@vista.cl,20.731.492-7,56985906869,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
135,CASA,sector 5,Benjamin Acosta Perez,residente4casa135@vista.cl,13.992.909-8,56956548066,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
136,CASA,sector 5,Gonzalo Carrasco Cortes,residente1casa136@vista.cl,19.160.762-7,56960378298,PROPIETARIO,SI,SI,SI,E-136,,,IAFS54,CAMIONETA,Ford,Ranger,Gris,BLKE62,AUTO,Hyundai,Tucson,Plata,,,,,,,,,,
137,CASA,sector 5,Mauricio Pizarro Rios,propietario_casa137@vista.cl,22.721.215-2,56940277201,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
137,CASA,sector 5,Gonzalo Carrasco Morales,residente1casa137@vista.cl,22.280.671-2,56920066654,ARRENDATARIO,SI,SI,SI,E-137,,,AAGC53,CAMIONETA,Toyota,Hilux,Negro,,,,,,,,,,,,,,,
137,CASA,sector 5,Diego Soto Valdes,residente3casa137@vista.cl,19.966.178-7,56992362000,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
138,CASA,sector 5,Franco Hernandez Flores,residente1casa138@vista.cl,13.985.398-9,56922873617,PROPIETARIO,SI,SI,SI,E-138,,,CFES79,AUTO,Suzuki,Swift,Gris,,,,,,,,,,,,,,,
138,CASA,sector 5,Emilia Rivera Pizarro,residente2casa138@vista.cl,19.221.808-K,56975893962,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
139,CASA,sector 5,Maite Fuentes Carrasco,residente1casa139@vista.cl,16.197.531-1,56935042738,PROPIETARIO,SI,SI,SI,E-139,,,CFQZ70,AUTO,Renault,Clio,Verde,KMRC79,AUTO,Hyundai,Tucson,Plata,,,,,,,,,,
139,CASA,sector 5,Tomas Rojas Núñez,residente2casa139@vista.cl,17.377.620-9,56972419022,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
140,CASA,sector 5,Barbara Soto Rivera,residente1casa140@vista.cl,24.326.732-3,56914661179,PROPIETARIO,SI,SI,SI,E-140,,,IOZP80,AUTO,Hyundai,Tucson,Blanco,KNWM40,AUTO,Mazda,3,Plata,,,,,,,,,,
141,CASA,sector 5,Cristian Molina Núñez,residente1casa141@vista.cl,15.364.506-K,56918994192,PROPIETARIO,SI,SI,SI,E-141,,,DYLY31,AUTO,Ford,EcoSport,Negro,LZLZ90,AUTO,Kia,Sportage,Negro,,,,,,,,,,
141,CASA,sector 5,Valentina Carrasco Sandoval,residente2casa141@vista.cl,16.666.510-8,56984095459,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
141,CASA,sector 5,Mateo Gonzalez Alvarez,residente3casa141@vista.cl,20.453.177-3,56988863127,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
142,CASA,sector 5,Gonzalo Torres Núñez,residente1casa142@vista.cl,16.426.403-3,56997884113,PROPIETARIO,SI,SI,SI,E-142,,,CCUU78,AUTO,Subaru,XV,Gris,,,,,,,,,,,,,,,
143,CASA,sector 5,Constanza Rivera Sepulveda,residente1casa143@vista.cl,20.372.421-7,56991692326,PROPIETARIO,SI,SI,SI,E-143,,,,,,,,,,,,,,,,,,,,,,
143,CASA,sector 5,Juan Alvarez Rivera,residente2casa143@vista.cl,10.650.662-0,56963122402,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
144,CASA,sector 5,Jorge Torres Molina,residente1casa144@vista.cl,20.830.612-K,56921983878,PROPIETARIO,SI,SI,SI,E-144,,,VHHM99,MOTO,Mazda,CX-5,Azul,FHTU51,AUTO,Hyundai,Tucson,Gris,,,,,,,,,,
144,CASA,sector 5,Antonia Tapia Ortiz,residente2casa144@vista.cl,23.823.913-3,56964649480,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
144,CASA,sector 5,Mauricio Fuentes Diaz,residente3casa144@vista.cl,18.644.791-3,56931336920,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
145,CASA,sector 5,Martin Olivares Castro,residente1casa145@vista.cl,14.596.579-9,56959439358,PROPIETARIO,SI,SI,SI,E-145,,,FVVG68,MOTO,Peugeot,3008,Blanco,,,,,,,,,,,,,,,
145,CASA,sector 5,Roberto Ortiz Henriquez,residente2casa145@vista.cl,16.659.586-K,56995283260,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
145,CASA,sector 5,Camila Fuentes Ramos,residente3casa145@vista.cl,19.966.397-6,56969874989,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
146,CASA,sector 5,Agustina Gutierrez Rios,residente1casa146@vista.cl,13.776.753-8,56937746963,PROPIETARIO,SI,SI,SI,E-146,,,RHKE83,CAMIONETA,Chevrolet,Colorado,Verde,,,,,,,,,,,,,,,
146,CASA,sector 5,Constanza Rios Torres,residente2casa146@vista.cl,18.611.430-2,56912691381,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
147,CASA,sector 5,Maite Molina Gonzalez,residente1casa147@vista.cl,13.754.238-2,56943875271,PROPIETARIO,SI,SI,SI,E-147,,,,,,,,,,,,,,,,,,,,,,
147,CASA,sector 5,Javier Flores Olivares,residente2casa147@vista.cl,21.901.223-3,56996267144,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
148,CASA,sector 5,Cristian Fuentes Sandoval,residente1casa148@vista.cl,20.860.598-4,56989694801,PROPIETARIO,SI,SI,SI,E-148,,,VKCN94,AUTO,Nissan,Versa,Verde,,,,,,,,,,,,,,,
148,CASA,sector 5,Javier Hernandez Flores,residente2casa148@vista.cl,21.482.547-3,56924509544,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
149,CASA,sector 5,Patricio Molina Rivera,residente1casa149@vista.cl,21.081.859-6,56952894071,PROPIETARIO,SI,SI,SI,E-149,,,XHDT17,CAMIONETA,Ford,Ranger,Verde,,,,,,,,,,,,,,,
149,CASA,sector 5,Juan Martinez Lagos,residente2casa149@vista.cl,10.427.068-9,56997966375,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
150,CASA,sector 5,Natalia Contreras Vega,residente1casa150@vista.cl,12.146.546-9,56944715663,PROPIETARIO,SI,SI,SI,E-150,,,OESF78,AUTO,Peugeot,3008,Azul,RNVV81,AUTO,Volkswagen,Gol,Negro,,,,,,,,,,
150,CASA,sector 5,Jorge Sandoval Moreno,residente2casa150@vista.cl,13.071.377-7,56955047826,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
151,CASA,sector 5,Ignacio Herrera Perez,residente1casa151@vista.cl,17.922.531-K,56936111227,PROPIETARIO,SI,SI,SI,E-151,,,PMDB91,AUTO,Nissan,Qashqai,Rojo,,,,,,,,,,,,,,,
151,CASA,sector 5,Cristobal Silva Catalan,residente2casa151@vista.cl,16.403.346-5,56981113720,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
151,CASA,sector 5,Patricio Sepulveda Martinez,residente3casa151@vista.cl,13.360.419-7,56955992373,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
152,CASA,sector 5,Tomas Vergara Ortiz,residente1casa152@vista.cl,22.770.704-6,56932629881,PROPIETARIO,SI,SI,SI,E-152,,,CIZI17,AUTO,Honda,Civic,Blanco,,,,,,,,,,,,,,,
152,CASA,sector 5,Felipe Moreno Morales,residente2casa152@vista.cl,18.213.740-5,56921816709,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
153,CASA,sector 5,Isabella Catalan Gonzalez,residente1casa153@vista.cl,20.514.061-1,56943396474,PROPIETARIO,SI,SI,SI,E-153,,,FJAI77,MOTO,Toyota,Corolla,Negro,,,,,,,,,,,,,,,
153,CASA,sector 5,Fernanda Alvarez Cortes,residente2casa153@vista.cl,15.236.039-8,56927304799,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
154,CASA,sector 5,Natalia Ortiz Lagos,residente1casa154@vista.cl,18.728.991-2,56990043415,PROPIETARIO,SI,SI,SI,E-154,,,,,,,,,,,,,,,,,,,,,,
155,CASA,sector 5,Andres Rios Rojas,residente1casa155@vista.cl,16.294.684-6,56995942441,PROPIETARIO,SI,SI,SI,E-155,,,XJEY61,AUTO,Hyundai,Accent,Blanco,ZFAN25,AUTO,Chevrolet,Sail,Gris,,,,,,,,,,
155,CASA,sector 5,Daniela Aguilera Herrera,residente2casa155@vista.cl,10.815.153-6,56989715138,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
156,CASA,sector 5,Cristian Contreras Henriquez,residente1casa156@vista.cl,22.058.896-3,56992906016,PROPIETARIO,SI,SI,SI,E-156,,,DGSF97,AUTO,Suzuki,Swift,Azul,RRHP27,AUTO,Toyota,Corolla,Plata,,,,,,,,,,
157,CASA,sector 5,Antonella Ramos Castro,propietario_casa157@vista.cl,20.217.354-3,56936809908,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
157,CASA,sector 5,Trinidad Soto Henriquez,residente1casa157@vista.cl,11.259.100-1,56923594977,ARRENDATARIO,SI,SI,SI,E-157,,,JKEO36,AUTO,Volkswagen,T-Cross,Azul,ARXV95,AUTO,Volkswagen,Gol,Plata,,,,,,,,,,
158,CASA,sector 6,Juan Espinoza Vargas,residente1casa158@vista.cl,22.390.648-6,56925555976,PROPIETARIO,SI,SI,SI,E-158,,,BVWW56,AUTO,Nissan,Versa,Verde,,,,,,,,,,,,,,,
158,CASA,sector 6,Antonella Moreno Rojas,residente2casa158@vista.cl,10.162.274-6,56928574987,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
159,CASA,sector 6,Joaquin Alvarez Vega,residente1casa159@vista.cl,23.420.079-8,56966604960,PROPIETARIO,SI,SI,SI,E-159,,,VEKZ44,CAMIONETA,Mitsubishi,L200,Verde,,,,,,,,,,,,,,,
159,CASA,sector 6,Gabriel Morales Silva,residente2casa159@vista.cl,12.223.175-5,56917871385,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
160,CASA,sector 6,Facundo Pizarro Catalan,propietario_casa160@vista.cl,17.351.152-3,56934328380,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
160,CASA,sector 6,Santiago Silva Torres,residente1casa160@vista.cl,17.393.515-3,56916170301,ARRENDATARIO,SI,SI,SI,E-160,,,ARVZ26,AUTO,Subaru,XV,Plata,,,,,,,,,,,,,,,
160,CASA,sector 6,Catalina Núñez Rios,residente3casa160@vista.cl,15.272.037-8,56911658959,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
160,CASA,sector 6,Hernan Acosta Pizarro,residente4casa160@vista.cl,22.142.905-2,56985834657,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
161,CASA,sector 6,Santiago Morales Perez,residente1casa161@vista.cl,22.606.903-8,56975987872,PROPIETARIO,SI,SI,SI,E-161,,,RGIR59,AUTO,Renault,Clio,Negro,PAYN70,AUTO,Peugeot,208,Verde,,,,,,,,,,
161,CASA,sector 6,Matias Mendez Valdes,residente2casa161@vista.cl,14.666.702-3,56916757958,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
162,CASA,sector 6,Tomas Pizarro Tapia,residente1casa162@vista.cl,11.476.728-K,56976901651,PROPIETARIO,SI,SI,SI,E-162,,,,,,,,,,,,,,,,,,,,,,
162,CASA,sector 6,Tomas Espinoza Silva,residente2casa162@vista.cl,18.344.540-5,56997694240,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
162,CASA,sector 6,Martina Sandoval Sandoval,residente3casa162@vista.cl,10.002.847-6,56922199793,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
163,CASA,sector 6,Diego Herrera Molina,residente1casa163@vista.cl,17.937.865-5,56998203489,PROPIETARIO,SI,SI,SI,E-163,,,YJBF68,CAMIONETA,Ford,Ranger,Gris,,,,,,,,,,,,,,,
163,CASA,sector 6,Martin Olivares Tapia,residente2casa163@vista.cl,11.912.994-K,56923077775,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
163,CASA,sector 6,Benjamin Cortes Campos,residente3casa163@vista.cl,23.420.308-8,56949189370,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
164,CASA,sector 6,Santiago Martinez Olivares,propietario_casa164@vista.cl,22.457.265-4,56964923338,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
164,CASA,sector 6,Rodrigo Castro Castro,residente1casa164@vista.cl,12.025.778-1,56962733674,ARRENDATARIO,SI,SI,SI,E-164,,,,,,,,,,,,,,,,,,,,,,
164,CASA,sector 6,Agustina Ortiz Castro,residente3casa164@vista.cl,22.025.705-3,56955356673,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
